,index,Job title,Company name,Company rating,Company location,is_remote,Salary range,Job summary,url,City,State,Job Category,Job Description
17,20,Senior Data Scientist,PLUTO 7,,"San Jose, CA",Remote,,"(3-6) years of relevant work experience in ML and advanced data analytics(e.g., as a Machine Learning Specialist / Data scientist ).",https://www.indeed.com/company/PLUTO-7/jobs/Senior-Data-Scientist-4365517a9a137861?fccid=ef05ccafeb295638&vjs=3,San Jose,CA,Senior level,"Pluto7 is a Google Premier Partner for services and solutions company focused on building ML, Ai, Analytics, solutions to accelerate business transformation. We are a Premier Google Cloud Partner, servicing Retail, Manufacturing, Healthcare, and Hi-Tech industries. We’re seeking passionate people to work with us to change the way data is captured, accessed and processed, to make data-driven insightful decisions. Pluto7 has been Awarded the Global 2019 Google Cloud Specialization Partner of the Year Award for Data and Analytics.*Role: *Senior Data Scientist*Experience*: 3-6 years*Work location *: India (Remote)* Responsibilities: *Build and Optimize Machine Learning models.Work with large/complex datasets to solve difficult and non-routine analysis problems, applying advanced analytical methods as needed.Build and prototype data pipelines for analysis at scale.Work cross-functionally with Business Analysts and Data Engineers to help develop cutting edge and innovative artificial intelligence and machine learning models.Make recommendations for selections on machine learning models.Drive accuracy levels to the next stage of the given ML models.Experience in developing visualization and UserGood exposure in exploratory data analysisStrong experience in Statistics and ML algorithms.*Minimum qualifications: *(3-6) years of relevant work experience in ML and advanced data analytics(e.g., as a Machine Learning Specialist / Data scientist ).Strong Experience using machine learning and artificial intelligence frameworks such as Tensorflow, sci-kit learn, Keras using python.Good in Python/R/SAS programming.Understanding of Cloud platforms like GCP, AWS, or other.*Preferred qualifications: *Work experience in building data pipelines to ingest, cleanse and transform data.Applied experience with machine learning on large datasets and experience translating analysis results into business recommendations.Demonstrated skills in selecting the right statistical tools given a data analysis problem.Demonstrated effective written and verbal communication skills.Demonstrated willingness to both teach others and learn new techniques*Work location : *BangaloreJob Type: Full-time"
18,21,Sr Data Analyst,"Cotiviti, Inc.",3.2,Remote,Remote,,"Provides data analysis and data mining on client-specific data and general healthcare data using SQL.
Review and test the data to ensure accuracy and validity…",https://www.indeed.com/rc/clk?jk=46a7e93945203106&fccid=ee24dd71b9bf38cc&vjs=3,Remote,Remote,Other,"Principal Responsibilities and Essential Duties:
Client Support
Produces and manages documents related to client projects, calls, meetings, product specifications, special initiatives and follow up.
Interacts directly with customers to drive client satisfaction and product adoption.
Work collaboratively with Project Management, Operations, Development and Engineering to deliver all contractually required services.
Investigates and responds to questions for assigned product lines.
Explains and demonstrates use for all product lines to clients.
Generates, interprets and presents reports.
Identifies unmet business needs and/or requirements and works collaboratively with Account Manager to investigate growth opportunities.
Coordinates with sales, operations management and data management staff on implementation and maintenance of assigned accounts.
Completes all responsibilities as outlined on annual Performance Plan.
Completes all special projects and other duties as assigned.
Data Analysis
Review and test the data to ensure accuracy and validity of the data prior to uploading the data to the warehouse.
Provides data analysis and data mining on client-specific data and general healthcare data using SQL.
Assist the Engineering/Tools team with new business requirements and help them with Functional Specifications
Identify, document and refine standard processes

Requirements:
Bachelor’s degree in relevant field such as Health Science, Computer Science, Business, or equivalent experience.
2 years’ experience with HEDIS.
2+ years’ experience with data analysis. Strong data manipulation skills using database and spreadsheet applications. Strong knowledge of database applications, including querying skills.
4+ years’ experience within the Healthcare or Insurance space. Strong knowledge of healthcare enrollment, medical claims, and drug claims data required. Additional knowledge of non-traditional data types (health & wellness, workforce productivity, and EMR) preferred.
Ability to use SQL (TOAD, SQL Tools) and other data tools to analyze diverse data sets.
Excellent written and verbal communication skills, with the ability to multitask and prioritize projects to meet scheduled deadlines.
Strong interpersonal skills required. Understands that the clients’ best interests are served through smooth, seamless service delivery.
Ability to analyze raw data and disseminate results, with ability to think logically and process sequentially with a high level of detailed accuracy.
Ability to work well independently or in a team environment, and mentor other team members.
Proficient in Microsoft Office Suite, including PowerPoint, Word, Excel, Outlook and Project.
Ability to work a non-traditional work schedule including 1 weekend day per week.
For the safety of our employees and those considering employment with Cotiviti, we are currently conducting all interviews virtually. In addition, the majority of the Cotiviti team is currently working remotely, and we are onboarding new hires remotely as well. As we monitor the pandemic, these arrangements may change and we will update accordingly.
#LI-TP1
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)"
19,22,Data Scientist II,UnitedHealth Group,3.7,"Eden Prairie, MN 55344",Remote,,"Develop predictive models based on demographic, psychographic, econometric and statistical data that deliver insights related to member enrollment.",https://www.indeed.com/rc/clk?jk=c422ba35e11c1f6c&fccid=d3d3520998346837&vjs=3,Eden Prairie,MN,Other,"The Data Scientist is part of Optum Corporate Marketing and Customer Office and supports Optum Health and Optum Care.

You’ll enjoy the flexibility to telecommute* from within the U.S. as you take on some tough challenges.
Primary Responsibilities:
Create and deliver standard consumer insights around consumer profiling, market sizing, and target market analysis to key stakeholders
Develop predictive models based on demographic, psychographic, econometric and statistical data that deliver insights related to member enrollment
Undertake rigorous and meticulous data analysis to extract and distill key population insights that will be consumed by functions such as business strategy, product marketing, and consumer marketing
Responsible for implementing robust testing strategies leading to marketing optimizations, program effectiveness and attribution of marketing mix elements
Develop presentations around insights to be delivered to constituents at all levels: strategic, tactical, operational, and across function: marketing, operations, finance, sales, etc.,
Jointly solution, with key business areas, around the appropriate analytics tools to solve their business issues
You’ll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.

Required Qualifications:
Bachelor’s Degree in a quantitative/business field such as Economics, Statistics, or Business Management
At least 3 years of statistical modeling experience in applications such as SAS Enterprise Miner, Stata, SQL or R
Strong knowledge of extracting and developing key consumer insights within a population
Proficiency in distilling insights and presenting to business leadership
Experience utilizing both qualitative analysis (e.g., content analysis, hypothesis testing) and quantitative analysis techniques (e.g., cluster analysis, inferential statistics)
Marketing experience a plus
If you need to enter a work site for any reason, you will be required to screen for symptoms using the ProtectWell mobile app, Interactive Voice Response (i.e., entering your symptoms via phone system) or similar UnitedHealth Group-approved symptom screener. When in a UnitedHealth Group building, employees are required to wear a mask in common areas. In addition, employees must comply with any state and local masking orders

UnitedHealth Group is working to create the health care system of tomorrow.


Already Fortune 6, we are totally focused on innovation and change. We work a little harder. We aim a little higher. We expect more from ourselves and each other. And at the end of the day, we're doing a lot of good.

Through our family of businesses and a lot of inspired individuals, we're building a high-performance health care system that works better for more people in more ways than ever. Now we're looking to reinforce our team with people who are decisive, brilliant - and built for speed.

Come to UnitedHealth Group, and share your ideas and your passion for doing more. We have roles that will fit your skills and knowledge. We have diverse opportunities that will fit your dreams.
All Telecommuters will be required to adhere to UnitedHealth Group’s Telecommuter Policy.

Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.

UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment."
20,23,Research Intern: Natural Language Processing/Machine Learning/Data Science,"Native Agtech, Inc.",,"Cincinnati, OH",Remote,$20 - $25 an hour,"Experienced with the development of enterprise level AI, machine learning and deep learning platform involving big data management and GPU compute.","https://www.indeed.com/company/Native-AgTech,-Inc./jobs/Research-Intern-7ff2f8e238024333?fccid=77d2f7f094ee4f48&vjs=3",Cincinnati,OH,Intern,"Perform research to advance the science and technology of intelligent machines.Develop novel and accurate NLP algorithms and systems, leveraging deep learning and machine learning on big data resources.Contribute research that can be applied to Native product development.Analyze and improve efficiency, scalability, and stability of various deployed systems.Currently has, or is in the process of obtaining a Masters or PHD degreeMust obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.Research and/or work experience in machine learning, deep learning, and/or Natural Language Processing.Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources..Ability to communicate complex research in a clear, precise, and actionable manner.A strong interest in theoretical and empirical research and for answering hard questions with research.Experienced with the development of enterprise level AI, machine learning and deep learning platform involving big data management and GPU compute.Job Types: Full-time, InternshipPay: $20.00 - $25.00 per hourSchedule:8 hour shiftMonday to FridayCOVID-19 considerations:Fully remote workEducation:Bachelor's (Preferred)Experience:Machine Learning: 1 year (Preferred)Python: 1 year (Preferred)Work Location:Fully Remote"
21,24,Data Scientist,"Amazon Web Services, Inc.",3.6,Remote,Remote,,Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models.,https://www.indeed.com/rc/clk?jk=e0f3b7e80f9bcc71&fccid=fe2d21eef233e94a&vjs=3,Remote,Remote,Other,"Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experienceExperience with ML fields, e.g., natural language processing, computer vision, statistical learning theory4+ years of industry experience in predictive modeling, data science, and analysisExperience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning modelsExperience writing code in Python, R, Scala, Java, C++ with documentation for reproducibilityExperience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop modelsExperience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations

Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the world’s AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.

Major responsibilities include:
Assist customers by being able to deliver a ML project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models with concept-drift monitoring and retraining to deliver business impact to the organizationUse AWS AI services (e.g., Personalize), ML platforms (SageMaker), and frameworks (e.g., MXNet, TensorFlow, PyTorch, SparkML, scikit-learn) to help our customers build ML modelsResearch and implement novel ML approaches, including hardware optimizations on platforms such as AWS InferentiaWork with our other Professional Services consultants (Big Data, IoT, HPC) to analyze, extract, normalize, and label relevant data, and with our Professional Services engineers to operationalize customers’ models after they are prototyped

Master’s degree of PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)Ability to develop strategic, baselined, data modeling processes; ability to accurately determine cause-and-effect relationships.Publications or presentations in recognized ML journals or conferencesDeep technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers’ organizationDemonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records."
22,25,Lead Data Scientist,Deep Labs,3.7,"Boston, MA 02110 (Central area)",Remote,,"Working knowledge of open-source machine/deep learning tools and frameworks (e.g. Tensorflow, pytorch, h2o.ai, Databricks, scikit-learn).",https://www.indeed.com/rc/clk?jk=1def2792db24c516&fccid=df4d25d87e00f676&vjs=3,Boston,MA,Senior level,"Location: New York or Remote


Position Overview:

Deep Labs is seeking an experienced, enthusiastic Lead Data Scientist to help grow the Deep Labs AI team while designing & building solutions for some of our client's most challenging problems. The ideal candidate will have a strong background working with data, experience applying machine learning and deep learning techniques to real-world problems, and a natural curiosity and desire to experiment, evaluate and solve problems as part of a fast-paced and growing, product-driven technology team. The role reports to the VP, Data Science & Engineering.

Responsibilities:

Build regression, classification and clustering models using Machine Learning and/or Deep Learning algorithms and techniques (e.g. CNN, LSTM, GAN, transfer learning, reinforcement learning, graph learning)
Identify opportunities to enrich and integrate data from multiple, diverse sources
Build, train and evaluate prototype models, using a tool or framework of choice
Work closely with engineering/infrastructure teams to help transition models from development to production
Follow a methodical, analytical approach and have a natural curiosity to understand and get the best from data
Collaboration across teams: communicate effectively across a variety of technical and non-technical audiences


Experience:

Minimum of 7 years of experience in a dedicated data scientist role required; modeling fraud/risk, in one or more of the following industries: finance, payments, banking, risk, fraud, identity or behavioral analytics preferred

Strong knowledge and experience of Python (preferred) or R, and associated data manipulation/analysis libraries
Working knowledge of open-source machine/deep learning tools and frameworks (e.g. Tensorflow, pytorch, h2o.ai, Databricks, scikit-learn)
Experience using data mining & descriptive analytics to explore and profile new datasets, perform feature selection and extraction, and develop ethical and interpretable models
Knowledge and/or work experience of public cloud environments (e.g. Google GCP or Amazon AWS)


Education: Masters or PhD level qualification in computer science, mathematics, or related discipline

Specific Skills:

Knowledge and experience of good software engineering practices
Keen interest and desire to stay abreast of the latest developments in AI research and industry
Demonstrated ability to take initiative and interact within a global team environment
Strong analytical and quantitative skills; strong attention to detail


Why Deep Labs?

At Deep Labs there is tremendous potential to learn and grow, while also contributing to policies, decisions, and the direction of the company. We offer competitive compensation and benefits, and provide a highly open, honest, and fun work environment.

Our company is committed to equal employment opportunity. We will not discriminate against employees or applicants for employment on any legally-recognized basis [""protected class""] including, but not limited to: age, race, gender, pregnancy, religion or creed, color, national origin, sexual orientation, disability, genetic characteristics, military or veteran status, uniform service member status or any other protected class under federal, state or local law.


We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas."
23,26,Data Science Engineer,VTeam Labs,,"Minneapolis, MN",Remote,$50 - $60 an hour,"The Bind Data Science Engineer directs and participates as an active, hands-on member of a team of Data Scientists to design, develop, and implement end-to-end…",https://www.indeed.com/company/VTeam-Labs/jobs/Data-Science-Engineer-3da0c472aabf635d?fccid=d4766db77a2c4e49&vjs=3,Minneapolis,MN,Engineer,"Client: Bind HealthData Science EngineerMinneapolis, MN (Fully Remote)Key Skills:  * Python  * Spark (PySpark)  * Machine Learning Solutions  * AWS/CloudClient note: We need someone with a Strong Data Engineering background that can handle very large sets of data. I would say this role will be about 70% Data Engineering and 30% Data Science. Someone who leans heavy into the Engineering aspect.JD: The Data Science Engineer will develop data and applications system based on structured & unstructured data to solve multiple & complex business problems utilizing:Advanced data processing techniques  * Coding development principles  * Specialized expertise in organization and/or industry using Python/Spark/pySpark The Bind Data Science Engineer directs and participates as an active, hands-on member of a team of Data Scientists to design, develop, and implement end-to-end cloud-based machine learning production data pipelines (system development, data exploration, software development, sampling, training data generation, feature engineering, model building, and performance evaluation).Responsibilities Develop an end-to-end Python Machine Learning production deployment pipelineEnsure that data pipelines and analytics are scalable, repeatable, secure, and can serve multiple users within the companyDesign and manage the processing of large sets of data using multiple platforms (S3/Redshift)Code, test, and document new or modified Machine Learning and Data systems to create robust and scalable applications for data analyticsPartner with Data Science team and organizational stakeholders to develop and execute Data Systems, Analytic Products, and Modeling strategiesContract length: 12 monthsJob Types: Full-time, ContractSalary: $50.00 - $60.00 per hourSchedule:Day shift"
24,30,Senior Data Science Consultant,Raft,,Remote,Remote,$100 - $130 an hour,"Professional experience with decision analysis and machine learning (ML) algorithms implemented in a Cloud Native environment.
Data Science: 5 years (Required).",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DIsJZ95Ibk6-_UoVkLo9UmiNoT78NsuhojWTPlNc2m4erKoaLIP7ze-lffGa2aC76vIk7wxty045waNW8MDTXuTRPYwVngAc9fpp2uvHmXYTxxq1Corf9-lJTRfPD45sQ8FHMS9TbT1EEamuBOJwi_FNk0j-wsaaXU885ZiDO2RrFUqaSPNENE4ShLI7D86kLld_pwk_vP8pJV63b9wtfGEJ4lBAPrkbmEzp3NgnFH_F9rIi94QKcI23wQZVP2_3pqKc_pgaREvPhE_ssEoRcPIT3_aHugVaC118fwpn2wK4IGwiAEgR2qinV3zD-sPSEdtCzbefcTlQzbRIREnnkqgssBGOalu6zUq2ZSiDpb9y4p3sUS0XHoV-9Oekik3PljLeoGXN1qfBZNfZPsdCiIFtobyKsAoA4BZhRTsMTzQc2_9bCUN57Vh2lI-v3w3IXSFTu3A7wbwA==&p=0&fvj=1&vjs=3,Remote,Remote,Senior level,"Who we are: We (http://goraft.tech/) are growing and looking for a Senior Data Science Consultant who wants to be a part of a fun and passionate team and who shares our energy and enthusiasm. We enjoy technology and the challenges at scale. We are remote-first and work completely in the open source.Who you are:Bachelor’s degree in Mathematics, Data Science, or similar field is requiredMaster’s degree in Mathematics, Data Science, or similar field is strongly preferredProfessional experience with decision analysis and machine learning (ML) algorithms implemented in a Cloud Native environment. You love statisticsYou have an interest in Mortgage dataRequired:Experience with Spark’s architecture and internals, the core APIs, SparkSql, and Spark’s streaming capabilities, or similar. Experience working with open source and community solutions and in using Github for source code management. Experience with use of Amazon Web Services EMR Spark is preferred.Authorized to work in the United StatesLocation:Fully remoteJob Type: Part-timePay: $100.00 - $130.00 per hourSchedule:Monday to FridayExperience:Data Science: 5 years (Required)Work authorization:United States (Required)Work Location:Fully RemoteCompany's website:https://goraft.tech/Work Remotely:Yes"
25,31,Data Scientist (Remote),Acxiom,3.6,Remote,Remote,,"Collaborate with other data scientists and team leads to define project requirements including data sources, algorithms, and implementation.",https://www.indeed.com/rc/clk?jk=dcf0ec5c38f545db&fccid=384f0a88ba4a580e&vjs=3,Remote,Remote,Other,"At Acxiom, our vision is to transform data into value for everyone. Our data products and analytical services enable marketers to recognize, better understand, and then deliver highly applicable messages to consumers across any available channel. The Audience Solutions division is responsible for enabling true people-based marketing with identity resolution and rich descriptive and predictive audience segmentation. We are seeking an experienced Data Scientist with a versatile skill set to undertake data science supporting the development of next-generation products for Acxiom’s business. As part of the Audience Solutions Analytic COE, the Data Scientist will work hands-on with Machine Learning and Big Data technologies and build scalable machine learning data products and solutions for our domestic and global businesses. The Data Scientist’s responsibilities include collaborating with internal and external stakeholders to identify insight requirements and applying creativity to test hypotheses, prepare data, build models, analyze and visualize results and integrate the solution into innovative data products. The Data Scientist will be a champion of the latest and greatest Machine Learning and Artificial Intelligence technologies.


This role can be homebased in the US>
What You Will Do:
Apply state-of-the-art algorithms relying on knowledge of statistical modeling, machine learning, and optimization to develop new data products or improve the performance/quality of existing products
Build, evaluate and optimize models which incorporate machine learning and artificial intelligence
Collaborate with internal and external stakeholders to understand business and insight goals, define a learning agenda, and identify relevant KPIs and diagnostics to pursue
Collaborate with other data scientists and team leads to define project requirements including data sources, algorithms, and implementation
Build expert knowledge of the various data sources brought together for audience segmentation solutions – survey/panel data, 3rd-party data (demographics, psychographics, lifestyle segments), media content activity (TV, Digital, Mobile), and product purchase or transaction data
Work with Product and Engineering teams to transition development projects to production systems
Prepare and present compelling analytical presentations and effectively communicate complex concepts to marketing and business audiences
Provide mentorship and guidance to data scientists where necessary
What You Will Need:
Bachelor's Degree in a quantitative field (Data Science, Statistics, Math) or related degree programs and 8+ years of relevant work experience OR Master's Degree in a quantitative field and 6+ years of relevant work experience
Experience with applying statistics and data science tools on large datasets
Deep knowledge of supervised vs. unsupervised learning algorithms, including neural networks/deep learning, SVM, decision trees (bagging, random forests, boosting), clustering, regression, and dimensionality reduction techniques
Expert at model training approaches, hyperparameter tuning, tuning learning rates, and model evaluation approaches
Extensive experience with data preparation (normalization, scaling, etc.) for modeling
Exposure to Python or R libraries for machine learning
Exposure to Spark/ PySpark systems in a distributed computing environment
SQL mastery, including techniques for writing efficient code over large datasets
Experience using Hadoop stack, including Hive and Impala. Knowledge of Apache-based open source technologies such as Storm, Cassandra, Ruby, etc. a plus
Ability to leverage critical data-driven thinking and enthusiasm for translating data into actionable insight to generate consistently accurate and useful analysis and models
Balances desire for quantitative rigor with realities of inconsistent business data
Attention to detail and time management delivering high-quality work for multiple projects across several engagements while meeting deadlines
#GD17
Primary Location City/State:
Homebased - Conway, Arkansas
Additional Locations (if applicable):
Acxiom is an affirmative action and equal opportunity employer (AA/EOE/W/M/Vet/Disabled) and does not discriminate in recruiting, hiring, training, promotion or other employment of associates or the awarding of subcontracts because of a person's race, color, sex, age, religion, national origin, protected veteran, disability, sexual orientation, gender identity, genetics or other protected status."
26,32,VP/Head of Machine Learning & Data,EXOS,3.7,Remote,Remote,,"Experience partnering with business analytics and product teams to ensure the data platform supports the BI/analytics tooling needed to make fast, informed…",https://www.indeed.com/rc/clk?jk=aefdd0c993736492&fccid=e76096926e6cd257&vjs=3,Remote,Remote,Senior level,"EXOS is a leader in the field of human performance, a category it created more than 20 years ago. Today, EXOS employs more than 4,500 people in over 600 locations worldwide. With award-winning facilities, sports medicine clinics, technology, and services, EXOS connects people to the solutions they need and provides comprehensive game plans, regardless of skill and sport, based on time-tested fundamentals and research in order to help people take control of their health and performance. At EXOS, we have a passion for performance through continuous self improvement. This persona is inspired by helping others in all of our EXOS Communities improve their personal performance. Our dedication to promoting diversity, multiculturalism, and inclusion is more than a commitment at EXOS - it’s the foundation of every great performance team. We are fully focused on equality and believe deeply in diversity of race, gender, sexual orientation, religion, ethnicity, national origin and all the other fascinating characteristics that make us different. EXOS is trusted by hundreds of clients including leaders in business, health care, community organizations, and world champions in sports.
Job Description:
DAY-TO-DAY RESPONSIBILITIES
Develop the strategy
Create, communicate, and maintain an inspiring and clear strategy, roadmap, and architecture for our machine learning and data platform technology.
Define and execute a strategy that encompassses both our D2C consumer channel, and B2B employer fitness program channels.
As part of the product & engineering leadership team reporting to the CTO, collaborate with other leaders on defining and growing team culture, quality standards, and practices.
Collaborate with the:
Engineering team to develop practices, engineering culture, and technology that aligns with overall technical and product strategy and roadmap.
Product and design teams to develop process, technology, and BI/analytics tools to ensure we can make data-driven decisions and continuously build recommendations/personalization strategically into the product.
Performance team to enable their EXOS programs and methodologies to be personalized for and highly engaged with by customers.
Strategy team to help them more deeply understand the market opportunity, business model, and customer through BI/analytics tools and data.
Develop experimentation technology, such as split (A/B) testing and dashboards, including defining experiment statistical reporting metrics so the entire company can rapidly test, learn, and make data-driven decisions.
Execute the strategy
Manage, mentor, and motivate machine learning and data engineers to deliver high quality technology that internal and external customers value on roadmap-driven timelines.
Collaborate with engineering and product leadership to instill a sense of purpose and goal setting process (i.e. OKRs) that motives cross-functional teams to deliver on their goals.
Lead the team to create tools and practices that teach and empower the company to execute experiments with clear hypotheses and success metrics. Use data and customer feedback to help make product decisions and continuously improve the products.
Lead the team to create a high quality data platform, BI/analytics/testing tools, machine learning framework, and recommendations engine in production that delivers on the strategy and roadmap.
Ensure that all products meet the standards expected by the EXOS equity, diversity and inclusion commitments.
Own the business
Establish clear performance metrics (i.e. KPIs, OKRs) and reporting to evaluate personalization/recommendation engine success and impact on our business goals.
Educate the company on lessons learned and customer insights through data. Develop processes by which that information is democratized and shared across the company.
Develop, manage, and forecast the budget for the ML & Data team talent and vendors.
Identify and develop relationships with strategic technology partners such as BI/analytics, testing, ML, and data platform partners.
Provide thought leadership to co-develop business cases for technology investment, resource / cost estimates, as well as organizational design and growth.
Empower the team
Lead, coach, and motivate the machine learning and data engineers. Push decisions and accountability down onto your team.
Create and build a high-performance team and team environment to maximize the potential of each individual, and the output of the collective team.
Collaborate with the engineering and product teams to develop high performing teams that prioritize customer-centricity, quality, and delivering business results. Empower those teams with clear expectations and autonomy.
Build a culture rewarding strategic, early failure and learning quickly, as well as success.
Identify and plan for new roles, capabilities, and technologies needed to achieve EXOS future machine learning, data, and product vision.
QUALIFICATIONS
The ideal candidate:
Has 8+ years machine learning engineering experience; must have proven experience leading the strategy and development of ML/recommendation engines and data platforms for consumer and/or B2B enterprise products, ideally during early growth stages.
Has built and operated data pipelines and warehouses as they scale (distributed low-latency processing a plus) while strategically managing cloud costs.
Has experience architecting and building ML models and frameworks, including leveraging open source and cloud managed services to accelerate development and results.
Has effectively led ML projects that deliver business results, while clearly communicating ML and data techniques and processes to technical and non-technical colleagues.
Is passionate about managing people, mentoring, and coaching them. Ideally you’ve managed a team of 6-8 people across machine learning, data engineering, and data science roles and you want to grow into a manager of managers in your next role.
Is committed to recruiting, leading, and retaining diverse, inclusive, empathetic, and high-performing teams that deliver value to customers and business results and is excited to partner with an executive leadership team who is just as committed.
Has a deep interest in collaborating to continuously improve engineering culture, practices, values, process, speed, quality, execution, and delivery.
Is excited about working at an early stage/growing org and getting hands on to manage and lead building high quality software and systems that deliver results.
Experience partnering with business analytics and product teams to ensure the data platform supports the BI/analytics tooling needed to make fast, informed decisions.
HOW TO APPLY
Please submit your resume and cover letter, tell us why you want to work at EXOS and explain what excites you about this role.
If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us !
We are an equal opportunity employer

EXOS is proud to be an affirmative action / equal opportunity employer. All qualified applicants will receive consideration without regard to race, creed, gender, marital status, sexual orientation, citizenship status, color, religion, national origin, age, disability, veteran status, or any other status protected under local, state, or federal laws. EXOS provides reasonable accommodation to employees and applicants for employment who have disabilities. You may request reasonable accommodation, in writing, by reaching out to our People Operations department at:
Attention: People Operations, Accommodations
2629 E. Rose Garden Ln.
Phoenix, AZ 85050"
